Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
SAÚDE COLETIVA,33019010012P4,FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA DE SÃO PAULO,FCMSCSP-TI,SP,-,-,5,-,SAÚDE COLETIVA
SAÚDE COLETIVA,33020019005P2,UNIVERSIDADE CATÓLICA DE SANTOS,UNISANTOS,SP,4,4,-,-,SAÚDE COLETIVA
SAÚDE COLETIVA,33115028001P0,COORDENADORIA DE RECURSOS HUMANOS DA SECRETARIA DE ESTADO DA SAÚDE DE SÃO PAULO,CRH-SES,SP,-,-,3,-,SAÚDE COLETIVA
SAÚDE COLETIVA,40002012008P0,UNIVERSIDADE ESTADUAL DE LONDRINA,UEL,PR,4,4,-,-,SAÚDE COLETIVA
SAÚDE COLETIVA,41001010040P1,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,5,5,-,-,SAÚDE COLETIVA
SAÚDE COLETIVA,42007011012P5,UNIVERSIDADE DO VALE DO RIO DOS SINOS,UNISINOS,RS,5,5,-,-,SAÚDE COLETIVA
SAÚDE COLETIVA,40001016103P7,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,3,-,-,-,SAÚDE COLETIVA
SAÚDE COLETIVA,41015010007P8,UNIVERSIDADE DO EXTREMO SUL CATARINENSE,UNESC,SC,-,-,3,-,SAÚDE COLETIVA
SAÚDE COLETIVA,23001011171P4,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,RN,3,-,-,-,SAÚDE COLETIVA
SAÚDE COLETIVA,28001010170P5,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,3,-,-,-,SAÚDE COLETIVA
SAÚDE COLETIVA,24001015083P0,"UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA",UFPB-JP,PB,A,-,-,-,SAÚDE COLETIVA
SAÚDE COLETIVA,28005015076P0,UNIVERSIDADE DO ESTADO DA BAHIA,UNEB,BA,-,-,A,-,SAÚDE COLETIVA
SAÚDE COLETIVA,12008010074P6,UNIVERSIDADE DO ESTADO DO AMAZONAS,UEA,AM,A,-,-,-,SAÚDE COLETIVA
Saude Coletiva,52001016046P7,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,-,-,3,-,SAÚDE COLETIVA
Saúde Coletiva,33002010066P0,UNIVERSIDADE DE SÃO PAULO,USP,SP,7,7,-,-,SAÚDE COLETIVA
Saúde Coletiva,23001011033P0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,RN,4,4,-,-,SAÚDE COLETIVA
Saúde Coletiva,53001010090P2,UNIVERSIDADE DE BRASÍLIA,UNB,DF,4,4,-,-,SAÚDE COLETIVA
Saúde Coletiva,33019010014P7,FACULDADE DE CIÊNCIAS MÉDICAS DA SANTA CASA DE SÃO PAULO,FCMSCSP-TI,SP,4,4,-,-,SAÚDE COLETIVA
Saúde Coletiva,53001010092P5,UNIVERSIDADE DE BRASÍLIA,UNB,DF,-,-,3,-,SAÚDE COLETIVA
Saúde Coletiva,31010016031P6,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,FIOCRUZ,RJ,4,4,-,-,SAÚDE COLETIVA
Saúde Coletiva,41006011012P6,UNIVERSIDADE REGIONAL DE BLUMENAU,FURB,SC,-,-,3,-,SAÚDE COLETIVA
Saúde Coletiva,42001013104P9,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,3,-,-,-,SAÚDE COLETIVA
SAÚDE COLETIVA ,25001019074P4,UNIVERSIDADE FEDERAL DE PERNAMBUCO,UFPE,PE,3,-,-,-,SAÚDE COLETIVA
SAÚDE COLETIVA E CONTROLE DO CÂNCER,31061010002P5,INSTITUTO NACIONAL DE CÂNCER,INCA,RJ,-,-,A,-,SAÚDE COLETIVA
SAÚDE COLETIVA: POLÍTICAS E GESTÃO EM SAÚDE,33003017090P5,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,SP,-,-,4,-,SAÚDE COLETIVA
SAÚDE DA CRIANÇA E DA MULHER,31010016014P4,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,FIOCRUZ,RJ,-,-,4,-,SAÚDE COLETIVA
SAÚDE DA CRIANÇA E DA MULHER,31010016005P5,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,FIOCRUZ,RJ,5,5,-,-,SAÚDE COLETIVA
SAÚDE DA FAMÍLA,31018017011P6,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,RJ,-,-,4,4,SAÚDE COLETIVA
SAÚDE DA FAMILIA,51001012037P5,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL,UFMS,MS,-,-,3,-,SAÚDE COLETIVA
SAÚDE DA FAMÍLIA,22001018073P0,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,3,-,-,-,SAÚDE COLETIVA
Saúde da Família,33303002001P9,ASSOCIAÇÃO BRASILEIRA DE SAÚDE COLETIVA,ABRASCO,RJ,-,-,3,-,SAÚDE COLETIVA
Saúde da Família,31010016027P9,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,FIOCRUZ,RJ,-,-,4,4,SAÚDE COLETIVA
SAÚDE DA POPULAÇÃO NEGRA E INDÍGENA,28022017016P2,UNIVERSIDADE FEDERAL DO RECÔNCAVO DA BAHIA,UFRB,BA,-,-,A,-,SAÚDE COLETIVA
SAÚDE E COMUNIDADE,21001014075P0,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PIAUÍ,FUFPI,PI,3,-,-,-,SAÚDE COLETIVA
SAÚDE GLOBAL E SUSTENTABILIDADE,33002010236P3,UNIVERSIDADE DE SÃO PAULO,USP,SP,-,4,-,-,SAÚDE COLETIVA
Saúde mental e atenção psicossocial,41001010084P9,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,-,-,3,-,SAÚDE COLETIVA
Saúde no Ciclo Vital,42006015008P1,UNIVERSIDADE CATÓLICA DE PELOTAS,UCPEL,RS,-,-,3,-,SAÚDE COLETIVA
SAÚDE PÚBLICA,25007017001P5,CENTRO DE PESQUISA AGGEU MAGALHÃES - FIOCRUZ,CPQAM,PE,4,4,-,-,SAÚDE COLETIVA
SAÚDE PÚBLICA,33002010067P7,UNIVERSIDADE DE SÃO PAULO,USP,SP,6,6,-,-,SAÚDE COLETIVA
SAÚDE PÚBLICA,22001018025P5,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,5,5,-,-,SAÚDE COLETIVA
SAÚDE PÚBLICA,42004012026P7,UNIVERSIDADE FEDERAL DO RIO GRANDE,FURG,RS,3,-,-,-,SAÚDE COLETIVA
SAÚDE PÚBLICA,32001010045P4,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,6,6,-,-,SAÚDE COLETIVA
SAÚDE PÚBLICA,25007017002P1,CENTRO DE PESQUISA AGGEU MAGALHÃES - FIOCRUZ,CPQAM,PE,-,-,4,4,SAÚDE COLETIVA
SAÚDE PÚBLICA,31010016002P6,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,FIOCRUZ,RJ,6,6,-,-,SAÚDE COLETIVA
SAÚDE PÚBLICA,31010016012P1,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,FIOCRUZ,RJ,-,-,5,-,SAÚDE COLETIVA
SAÚDE PÚBLICA,24004014009P4,UNIVERSIDADE ESTADUAL DA PARAÍBA,UEPB,PB,3,-,-,-,SAÚDE COLETIVA
Saúde Pública,33002029011P7,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,4,4,-,-,SAÚDE COLETIVA
SAÚDE PÚBLICA E MEIO  AMBIENTE,31010016015P0,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,FIOCRUZ,RJ,5,5,-,-,SAÚDE COLETIVA
SAÚDE PÚBLICA NA AMAZÔNIA,13009001042P7,CENTRO DE PESQUISA LEÔNIDAS E MARIA DEANE - FIOCRUZ,CPQLMD,AM,-,A,-,-,SAÚDE COLETIVA
Vigilância e Controle de Vetores,31010016151P1,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,FIOCRUZ,RJ,-,-,3,-,SAÚDE COLETIVA
