Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
ODONTOLOGIA,40005011004P4,UNIVERSIDADE ESTADUAL DE PONTA GROSSA,UEPG,PR,5,5,-,-,ODONTOLOGIA
ODONTOLOGIA,40024016001P2,UNIVERSIDADE PITÁGORAS UNOPAR,UNOPAR,PR,4,4,-,-,ODONTOLOGIA
ODONTOLOGIA,40038017001P0,CENTRO UNIVERSITÁRIO INGÁ,UNINGÁ,PR,-,-,3,-,ODONTOLOGIA
ODONTOLOGIA,41001010008P0,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,4,4,-,-,ODONTOLOGIA
ODONTOLOGIA,42001013053P5,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,6,6,-,-,ODONTOLOGIA
ODONTOLOGIA,42003016001P8,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,RS,6,6,-,-,ODONTOLOGIA
ODONTOLOGIA,42005019022P8,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUC/RS,RS,5,5,-,-,ODONTOLOGIA
ODONTOLOGIA,42009014007P4,FUNDAÇÃO UNIVERSIDADE DE PASSO FUNDO,FUPF,RS,4,4,-,-,ODONTOLOGIA
ODONTOLOGIA,42019010001P1,UNIVERSIDADE LUTERANA DO BRASIL,ULBRA,RS,5,5,-,-,ODONTOLOGIA
ODONTOLOGIA,52001016025P0,UNIVERSIDADE FEDERAL DE GOIÁS,UFG,GO,5,5,-,-,ODONTOLOGIA
ODONTOLOGIA,40015017025P3,UNIVERSIDADE ESTADUAL DO OESTE DO PARANA,UNIOESTE,PR,3,-,-,-,ODONTOLOGIA
ODONTOLOGIA,31003010094P9,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,RJ,3,-,-,-,ODONTOLOGIA
Odontologia,40041018001P7,FACULDADE ILAPEO,ILAPEO,PR,-,-,4,4,ODONTOLOGIA
Odontologia,12001015040P6,UNIVERSIDADE FEDERAL DO AMAZONAS,UFAM,AM,3,-,-,-,ODONTOLOGIA
Odontologia,33052018002P1,UNIVERSIDADE CIDADE DE SÃO PAULO,UNICID,SP,-,-,3,-,ODONTOLOGIA
Odontologia,40022013007P8,UNIVERSIDADE POSITIVO,UP,PR,-,4,-,-,ODONTOLOGIA
Odontologia,32005016018P2,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,MG,4,4,-,-,ODONTOLOGIA
Odontologia,27001016040P8,FUNDAÇÃO UNIVERSIDADE FEDERAL DE SERGIPE,FUFSE,SE,4,4,-,-,ODONTOLOGIA
Odontologia,24001015034P0,"UNIVERSIDADE FEDERAL DA PARAÍBA, JOÃO PESSOA",UFPB-JP,PB,4,4,-,-,ODONTOLOGIA
Odontologia,31018017012P2,UNIVERSIDADE ESTÁCIO DE SÁ,UNESA,RJ,4,4,-,-,ODONTOLOGIA
ODONTOLOGIA  (ENDODONTIA),33032017004P0,UNIVERSIDADE DE RIBEIRÃO PRETO,UNAERP,SP,5,5,-,-,ODONTOLOGIA
ODONTOLOGIA CLÍNICA,40022013003P2,UNIVERSIDADE POSITIVO,UP,PR,-,-,5,-,ODONTOLOGIA
ODONTOLOGIA E SAUDE,28001010029P0,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,4,4,-,-,ODONTOLOGIA
Odontologia em Saúde Pública,32001010096P8,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,-,-,4,-,ODONTOLOGIA
ODONTOLOGIA INTEGRADA,40004015029P0,UNIVERSIDADE ESTADUAL DE MARINGÁ,UEM,PR,4,4,-,-,ODONTOLOGIA
ODONTOLOGIA (PERIODONTIA),33002029034P7,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,5,5,-,-,ODONTOLOGIA
ODONTOLOGIA PREVENTIVA E SOCIAL,33004021074P1,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, ARAÇATUBA",UNESP-ARAÇ,SP,4,4,-,-,ODONTOLOGIA
ODONTOLOGIA (REABILITAÇÃO ORAL),33002029019P8,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,5,5,-,-,ODONTOLOGIA
ODONTOLOGIA RESTAURADORA,33002029032P4,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,5,5,-,-,ODONTOLOGIA
ODONTOLOGIA RESTAURADORA,33004145070P8,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, SÃO JOSÉ DOS CAMPOS",UNESP-SJC,SP,5,5,-,-,ODONTOLOGIA
ODONTOPEDIATRIA,33002029035P3,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,6,6,-,-,ODONTOLOGIA
ORTODONTIA,33117012004P6,UNIVERSIDADE UNIVERSUS VERITAS GUARULHOS,UNIVERITAS UNG,SP,-,-,3,-,ODONTOLOGIA
PESQUISA EM SAÚDE,26006014001P1,CENTRO UNIVERSITÁRIO CESMAC,CESMAC,AL,-,-,3,-,ODONTOLOGIA
RADIOLOGIA ODONTOLÓGICA,33003033005P9,"UNIVERSIDADE ESTADUAL DE CAMPINAS, PIRACICABA",UNICAMP-PI,SP,5,5,-,-,ODONTOLOGIA
REABILITAÇÃO ORAL,33004030082P3,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, ARARAQUARA",UNESP-ARAR,SP,5,5,-,-,ODONTOLOGIA
