Nome do Programa,Código do Programa,Nome da IES,Sigla da IES,UF,ME,DO,MP,DP,Av.Capes
CIÊNCIAS DA SAÚDE (CARDIOLOGIA),42018013002P8,FUNDAÇÃO UNIVERSITÁRIA DE CARDIOLOGIA,FUC,RS,5,5,-,-,MEDICINA I
CIÊNCIAS DA SAÚDE: CARDIOLOGIA E CIÊNCIAS CARDIOVASCULARES,42001013017P9,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,6,6,-,-,MEDICINA I
Ciências das Imagens e Física Médica,33002029049P4,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,-,-,4,-,MEDICINA I
CIÊNCIAS EM GASTROENTEROLOGIA E HEPATOLOGIA,42001013018P5,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,4,4,-,-,MEDICINA I
CIENCIAS MEDICAS,53001010051P7,UNIVERSIDADE DE BRASÍLIA,UNB,DF,5,5,-,-,MEDICINA I
CIÊNCIAS MÉDICAS,31004016036P1,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,RJ,4,4,-,-,MEDICINA I
CIÊNCIAS MÉDICAS,26001012173P5,UNIVERSIDADE FEDERAL DE ALAGOAS,UFAL,AL,A,-,-,-,MEDICINA I
CIÊNCIAS MÉDICAS,41001010070P8,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UFSC,SC,4,4,-,-,MEDICINA I
CIÊNCIAS MÉDICAS,33003017023P6,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,SP,4,4,-,-,MEDICINA I
CIÊNCIAS MÉDICAS,22001018047P9,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,6,6,-,-,MEDICINA I
CIÊNCIAS MÉDICAS,31003010048P7,UNIVERSIDADE FEDERAL FLUMINENSE,UFF,RJ,3,3,-,-,MEDICINA I
CIÊNCIAS MÉDICAS,33002010171P9,UNIVERSIDADE DE SÃO PAULO,USP,SP,6,6,-,-,MEDICINA I
Ciências Médicas,22002014007P3,UNIVERSIDADE DE FORTALEZA,UNIFOR,CE,3,-,-,-,MEDICINA I
CIÊNCIAS MÉDICAS ,42014018171P9,FUNDAÇÃO VALE DO TAQUARI DE EDUCAÇÃO E DESENVOLVIMENTO SOCIAL,FUVATES-UNIVATES,RS,A,-,-,-,MEDICINA I
CIÊNCIAS MÉDICAS: ENDOCRINOLOGIA,42001013060P1,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,6,6,-,-,MEDICINA I
CIÊNCIAS PNEUMOLÓGICAS,42001013020P0,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,3,3,-,-,MEDICINA I
CLÍNICA MÉDICA,33003017065P0,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,SP,5,5,-,-,MEDICINA I
CLÍNICA MÉDICA,31001017048P0,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,7,7,-,-,MEDICINA I
Cuidado e Gestão em Pesquisa Clínica em Oncologia,33002010230P5,UNIVERSIDADE DE SÃO PAULO,USP,SP,-,-,3,-,MEDICINA I
CUIDADOS INTENSIVOS,25005014003P5,INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA,IMIP,PE,-,-,3,-,MEDICINA I
CUIDADOS PALIATIVOS,25005014004P1,INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA,IMIP,PE,-,-,3,-,MEDICINA I
ENDOCRINOLOGIA,33002010062P5,UNIVERSIDADE DE SÃO PAULO,USP,SP,5,5,-,-,MEDICINA I
FISIOPATOLOGIA CLÍNICA E EXPERIMENTAL,31004016029P5,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,RJ,5,5,-,-,MEDICINA I
FISIOPATOLOGIA EM CLÍNICA MÉDICA,33004064020P0,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU",UNESP-BOT,SP,5,5,-,-,MEDICINA I
FISIOPATOLOGIA MÉDICA,33003017078P5,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,SP,7,7,-,-,MEDICINA I
GASTROENTEROLOGIA,33009015012P2,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,3,-,-,-,MEDICINA I
GENÉTICA HUMANA,33003017097P0,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,SP,-,-,4,-,MEDICINA I
HEMOTERAPIA,33003017098P6,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,SP,-,-,4,-,MEDICINA I
Hemoterapia e Biotecnologia,33002029043P6,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,-,-,4,-,MEDICINA I
INOVAÇÃO EM SAÚDE,33158010002P7,FUNDAÇÃO PIO XII - HOSPITAL DE CÂNCER DE BARRETOS,HCB,SP,-,-,A,-,MEDICINA I
INTERDISCIPLINAR EM CIÊNCIAS DA SAÚDE,33078017011P2,UNIVERSIDADE CRUZEIRO DO SUL,UNICSUL,SP,4,4,-,-,MEDICINA I
MEDICINA,33004064088P4,"UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO, BOTUCATU",UNESP-BOT,SP,-,-,4,-,MEDICINA I
MEDICINA,33002029055P4,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,-,-,A,-,MEDICINA I
Medicina,33092010010P5,UNIVERSIDADE NOVE DE JULHO,UNINOVE,SP,4,4,-,-,MEDICINA I
Medicina - Biomedicina,32058020001P6,INSTITUTO DE ENSINO E PESQUISA DA SANTA CASA DE BELO HORIZONTE,IEPSC,MG,4,4,-,-,MEDICINA I
MEDICINA (CARDIOLOGIA),31001017041P6,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,5,5,-,-,MEDICINA I
MEDICINA (CARDIOLOGIA),33009015007P9,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,4,4,-,-,MEDICINA I
MEDICINA: CIÊNCIAS MÉDICAS,42001013039P2,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,RS,6,6,-,-,MEDICINA I
MEDICINA (CLÍNICA MÉDICA),33002029010P0,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,6,6,-,-,MEDICINA I
MEDICINA (DERMATOLOGIA),33002010060P2,UNIVERSIDADE DE SÃO PAULO,USP,SP,5,5,-,-,MEDICINA I
MEDICINA E CIÊNCIAS DA SAÚDE.,42005019014P5,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL,PUC/RS,RS,6,6,-,-,MEDICINA I
MEDICINA E SAÚDE,28001010012P0,UNIVERSIDADE FEDERAL DA BAHIA,UFBA,BA,5,5,-,-,MEDICINA I
MEDICINA E SAÚDE HUMANA,28008014002P6,ESCOLA BAHIANA DE MEDICINA E SAÚDE PÚBLICA,EBMSP,BA,3,3,-,-,MEDICINA I
MEDICINA (ENDOCRINOLOGIA),31001017044P5,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UFRJ,RJ,5,5,-,-,MEDICINA I
Medicina (Endocrinologia e Metabologia),33009015011P6,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,4,4,-,-,MEDICINA I
MEDICINA (HEPATOLOGIA),42015014004P1,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,UFCSPA,RS,3,-,-,-,MEDICINA I
Medicina Interna e Ciências da Saúde,40001016012P1,UNIVERSIDADE FEDERAL DO PARANÁ,UFPR,PR,4,4,-,-,MEDICINA I
MEDICINA MOLECULAR,32001010088P5,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UFMG,MG,6,6,-,-,MEDICINA I
MEDICINA (NEFROLOGIA),33009015016P8,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,5,5,-,-,MEDICINA I
MEDICINA (PNEUMOLOGIA),33009015020P5,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,5,5,-,-,MEDICINA I
(MEDICINA) TECNOLOGIA E INTERVENÇÃO EM CARDIOLOGIA,33002010202P1,UNIVERSIDADE DE SÃO PAULO,USP,SP,-,5,-,-,MEDICINA I
MEDICINA TRANSLACIONAL,33009015069P4,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,5,5,-,-,MEDICINA I
MEDICINA TRANSLACIONAL,22001018178P6,UNIVERSIDADE FEDERAL DO CEARÁ,UFC,CE,A,A,-,-,MEDICINA I
NEFROLOGIA,33002010117P4,UNIVERSIDADE DE SÃO PAULO,USP,SP,6,6,-,-,MEDICINA I
Neurologia e Neurociencias Clinicas,33002029050P2,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,-,-,3,-,MEDICINA I
ONCOLOGIA,31061010001P9,INSTITUTO NACIONAL DE CÂNCER,INCA,RJ,5,5,-,-,MEDICINA I
ONCOLOGIA,33073015001P5,FUNDAÇÃO ANTÔNIO PRUDENTE - HOSPITAL A. C. CAMARGO,FAP,SP,5,5,-,-,MEDICINA I
ONCOLOGIA,33002010251P2,UNIVERSIDADE DE SÃO PAULO,USP,SP,-,-,A,-,MEDICINA I
ONCOLOGIA,33158010001P0,FUNDAÇÃO PIO XII - HOSPITAL DE CÂNCER DE BARRETOS,HCB,SP,5,5,-,-,MEDICINA I
ONCOLOGIA,23027002001P8,FACULDADE RODOLFO TEÓFILO,FRT,CE,A,-,-,-,MEDICINA I
ONCOLOGIA,33002010154P7,UNIVERSIDADE DE SÃO PAULO,USP,SP,4,4,-,-,MEDICINA I
Oncologia,33003017170P9,UNIVERSIDADE ESTADUAL DE CAMPINAS,UNICAMP,SP,-,-,4,-,MEDICINA I
"Oncologia Clínica, Células-Tronco e Terapia Celular",33002029044P2,"UNIVERSIDADE DE SÃO PAULO, RIBEIRÃO PRETO",USP-RP,SP,5,5,-,-,MEDICINA I
Oncologia e Ciências Médicas,15001016071P7,UNIVERSIDADE FEDERAL DO PARÁ,UFPA,PA,4,4,-,-,MEDICINA I
PESQUISA CLÍNICA,42023017002P8,HOSPITAL DE CLÍNICAS DE PORTO ALEGRE,HCPA,RS,-,-,3,-,MEDICINA I
PESQUISA CLINICA E TRANSLACIONAL,28025016002P0,CENTRO DE PESQUISA GONÇALO MONIZ - FIOCRUZ,CPQGM,BA,-,-,3,-,MEDICINA I
PESQUISA CLINICA EM DOENÇAS INFECCIOSAS,31010016008P4,FUNDAÇÃO OSWALDO CRUZ - FIOCRUZ,FIOCRUZ,RJ,5,5,-,-,MEDICINA I
PNEUMOLOGIA,33002010118P0,UNIVERSIDADE DE SÃO PAULO,USP,SP,-,6,-,-,MEDICINA I
Processos de Pesquisa e Inovação em Saúde,42018013003P4,FUNDAÇÃO UNIVERSITÁRIA DE CARDIOLOGIA,FUC,RS,-,-,4,-,MEDICINA I
SAÚDE,32005016014P7,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,UFJF,MG,5,5,-,-,MEDICINA I
Saúde Baseada em Evidências,33009015045P8,UNIVERSIDADE FEDERAL DE SÃO PAULO,UNIFESP,SP,5,5,-,-,MEDICINA I
SAÚDE E COMPORTAMENTO,42006015004P6,UNIVERSIDADE CATÓLICA DE PELOTAS,UCPEL,RS,4,4,-,-,MEDICINA I
Telemedicina e Telessaúde,31004016065P1,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,UERJ,RJ,-,-,3,-,MEDICINA I
